seed,name,n_sample,error
0,cv,100,0.9962570945373305
0,oracle,100,0.9926651282721153
0,regular,100,0.9944929870314801
0,cv,200,0.9835893474275866
0,oracle,200,0.9770158815523641
0,regular,200,0.9802727477315065
0,cv,300,0.9390210424688324
0,oracle,300,0.9332711098341985
0,regular,300,0.9336455104556891
0,cv,400,0.9269530941752866
0,oracle,400,0.9257722575729532
0,regular,400,0.9349850008602062
0,cv,500,0.9404178173156809
0,oracle,500,0.888027252586666
0,regular,500,0.9047929811256358
0,cv,600,0.8453263482710073
0,oracle,600,0.8433359924630598
0,regular,600,0.868723904931179
0,cv,700,0.8083072026512275
0,oracle,700,0.8024655258228148
0,regular,700,0.8371265693764686
0,cv,800,0.7374752367218298
0,oracle,800,0.7221786907079583
0,regular,800,0.7813590288473743
0,cv,900,0.6950494846430362
0,oracle,900,0.682668906215833
0,regular,900,0.7350225441065987
0,cv,1000,0.6639712991762586
0,oracle,1000,0.65241814356397
0,regular,1000,0.7080534674458736
0,cv,1100,0.6154136957632875
0,oracle,1100,0.6090121523455756
0,regular,1100,0.6570301347718781
0,cv,1200,0.571818656237954
0,oracle,1200,0.5513492924782223
0,regular,1200,0.6074014934897538
0,cv,1300,0.5268775055098912
0,oracle,1300,0.5082306038536945
0,regular,1300,0.5698859970426045
0,cv,1400,0.4944240961027574
0,oracle,1400,0.4823461478724934
0,regular,1400,0.5314923313650232
0,cv,1500,0.43351605011260674
0,oracle,1500,0.42250676122031444
0,regular,1500,0.4947359413361475
0,cv,1600,0.3941830724188243
0,oracle,1600,0.3866340220768927
0,regular,1600,0.44979638867382954
0,cv,1700,0.37651785729246867
0,oracle,1700,0.36756845201781113
0,regular,1700,0.4268736126770619
0,cv,1800,0.34171435220554
0,oracle,1800,0.3331971859846904
0,regular,1800,0.3882909421454114
0,cv,1900,0.3190496103842341
0,oracle,1900,0.30865064661716385
0,regular,1900,0.3810643332393941
0,cv,2000,0.3019250149165592
0,oracle,2000,0.29149262084667094
0,regular,2000,0.34701166334858596
1,cv,100,0.9926204307418708
1,oracle,100,0.9924485906639209
1,regular,100,0.9952663177963872
1,cv,200,1.0
1,oracle,200,0.9866166618287924
1,regular,200,0.9872419789174482
1,cv,300,0.9826337534875006
1,oracle,300,0.9763915104279328
1,regular,300,0.9854635966123504
1,cv,400,0.9645128068981377
1,oracle,400,0.9580085070981197
1,regular,400,0.9642209053580539
1,cv,500,0.9634148420343852
1,oracle,500,0.8995261604837216
1,regular,500,0.9090856593804845
1,cv,600,0.8891066422961089
1,oracle,600,0.8863151350816374
1,regular,600,0.8969250418815646
1,cv,700,0.8129317030282904
1,oracle,700,0.8042650864232322
1,regular,700,0.846793815640635
1,cv,800,0.7660663913045466
1,oracle,800,0.7670314892529799
1,regular,800,0.8079837638705066
1,cv,900,0.7022073762654939
1,oracle,900,0.6891286147433353
1,regular,900,0.7342702913636172
1,cv,1000,0.6546441295267116
1,oracle,1000,0.646657867156516
1,regular,1000,0.6932035522871114
1,cv,1100,0.5990066032313879
1,oracle,1100,0.5864810399136438
1,regular,1100,0.64111791806376
1,cv,1200,0.5670995332394951
1,oracle,1200,0.5555851006700967
1,regular,1200,0.6155926135361877
1,cv,1300,0.5368544926123312
1,oracle,1300,0.5243139759288286
1,regular,1300,0.5836852208592666
1,cv,1400,0.4891758170197827
1,oracle,1400,0.4778487367771991
1,regular,1400,0.5358229324793704
1,cv,1500,0.45933083156052995
1,oracle,1500,0.43951480965151996
1,regular,1500,0.5122742198877934
1,cv,1600,0.4515248850903803
1,oracle,1600,0.42364007217235083
1,regular,1600,0.495140402996855
1,cv,1700,0.4192092964714744
1,oracle,1700,0.4019982190498635
1,regular,1700,0.46878809039096664
1,cv,1800,0.39403554169269
1,oracle,1800,0.378435437804832
1,regular,1800,0.44260204088677735
1,cv,1900,0.3665103164834855
1,oracle,1900,0.35234223912702256
1,regular,1900,0.4199967391954304
1,cv,2000,0.33913762902925976
1,oracle,2000,0.32718361555488235
1,regular,2000,0.3905522139801819
2,cv,100,0.992433790810979
2,oracle,100,0.9928624501418328
2,regular,100,0.9950372101600614
2,cv,200,0.998400133895042
2,oracle,200,0.9774108222288255
2,regular,200,0.9810118946295553
2,cv,300,0.9996780535989954
2,oracle,300,0.9535290800182294
2,regular,300,0.9569692817665484
2,cv,400,0.9172814733538998
2,oracle,400,0.9158565925082764
2,regular,400,0.9212177258373956
2,cv,500,0.8684044227260891
2,oracle,500,0.8617451530168225
2,regular,500,0.8838030205557306
2,cv,600,0.8058052883427653
2,oracle,600,0.8014936102541367
2,regular,600,0.8241369539819989
2,cv,700,0.7428154055246208
2,oracle,700,0.7256830577237202
2,regular,700,0.761978585839954
2,cv,800,0.6935334707806321
2,oracle,800,0.6845375493214093
2,regular,800,0.7180415752771393
2,cv,900,0.6574647765855574
2,oracle,900,0.6339818961568845
2,regular,900,0.668035474049492
2,cv,1000,0.5999336521293896
2,oracle,1000,0.5897694390118247
2,regular,1000,0.6278074196958
2,cv,1100,0.5653575411245465
2,oracle,1100,0.5413695583111793
2,regular,1100,0.5850259270214779
2,cv,1200,0.5109115818556017
2,oracle,1200,0.49188991791176684
2,regular,1200,0.5480072962920889
2,cv,1300,0.4861511846797197
2,oracle,1300,0.4714998651725489
2,regular,1300,0.5244613718565101
2,cv,1400,0.44733208960005827
2,oracle,1400,0.4312549586193217
2,regular,1400,0.4810304779003509
2,cv,1500,0.4169454889507307
2,oracle,1500,0.4011882305970481
2,regular,1500,0.4635408807363395
2,cv,1600,0.38668524862079257
2,oracle,1600,0.35667342566047006
2,regular,1600,0.4160442373530313
2,cv,1700,0.34797674715678445
2,oracle,1700,0.32961870221238077
2,regular,1700,0.39305035812551203
2,cv,1800,0.31415837068556457
2,oracle,1800,0.2944627295769293
2,regular,1800,0.3560733830081209
2,cv,1900,0.2953294808657521
2,oracle,1900,0.2798662944546164
2,regular,1900,0.3419102822619633
2,cv,2000,0.26762775164089175
2,oracle,2000,0.2549811778782185
2,regular,2000,0.31104748035771707
3,cv,100,0.9922231551111924
3,oracle,100,0.9933188313449786
3,regular,100,0.9956499095598283
3,cv,200,0.9920974713176188
3,oracle,200,0.9937136233693207
3,regular,200,0.9928723703304615
3,cv,300,0.9750278199450222
3,oracle,300,0.9756981157230057
3,regular,300,0.9823201414504946
3,cv,400,0.9956428301634149
3,oracle,400,0.982257409245548
3,regular,400,0.9898908425206245
3,cv,500,0.972980831099645
3,oracle,500,0.9523653762685715
3,regular,500,0.9635357010419591
3,cv,600,0.8724727208206527
3,oracle,600,0.8653399629645793
3,regular,600,0.8868820252919679
3,cv,700,0.8430044291270031
3,oracle,700,0.8236973904042608
3,regular,700,0.8613537311104705
3,cv,800,0.7970688440450105
3,oracle,800,0.7410630213860052
3,regular,800,0.7953594716298549
3,cv,900,0.6975386715446
3,oracle,900,0.6864589199682882
3,regular,900,0.7431763226689134
3,cv,1000,0.6465719486437875
3,oracle,1000,0.6402324414801455
3,regular,1000,0.7013936777019099
3,cv,1100,0.5736242091475476
3,oracle,1100,0.5598190478805469
3,regular,1100,0.6254775963908947
3,cv,1200,0.5299103540579041
3,oracle,1200,0.5073953168938593
3,regular,1200,0.5844598381169968
3,cv,1300,0.46935829684493774
3,oracle,1300,0.4514202371406135
3,regular,1300,0.524800043890641
3,cv,1400,0.44463927858056557
3,oracle,1400,0.4153219501029214
3,regular,1400,0.48698591358011534
3,cv,1500,0.4133186634530947
3,oracle,1500,0.3837818145248059
3,regular,1500,0.46187574605809345
3,cv,1600,0.3931461881066664
3,oracle,1600,0.3676150247759408
3,regular,1600,0.44414721614531927
3,cv,1700,0.36489712105514843
3,oracle,1700,0.34461904557080825
3,regular,1700,0.41752632472696916
3,cv,1800,0.35528129513966394
3,oracle,1800,0.33979783401532837
3,regular,1800,0.4073755773630728
3,cv,1900,0.3378901668045478
3,oracle,1900,0.3221829195450153
3,regular,1900,0.39349347224085135
3,cv,2000,0.31625889085312686
3,oracle,2000,0.3030745628333574
3,regular,2000,0.37225948167479295
4,cv,100,1.0
4,oracle,100,0.9957416440636015
4,regular,100,0.9981577281979718
4,cv,200,0.9980231303161908
4,oracle,200,0.9991217209332215
4,regular,200,0.9996998773706506
4,cv,300,0.9904919665050207
4,oracle,300,0.9824414848601496
4,regular,300,0.9845331562776547
4,cv,400,0.9849313377691893
4,oracle,400,0.958130694697463
4,regular,400,0.9634161603228719
4,cv,500,0.9455512171810277
4,oracle,500,0.9317449443475045
4,regular,500,0.9466651887877106
4,cv,600,0.9157285269633139
4,oracle,600,0.8817772744954048
4,regular,600,0.9059675622925343
4,cv,700,0.8159536143166916
4,oracle,700,0.8021889209211172
4,regular,700,0.8484286000645945
4,cv,800,0.7970248474137958
4,oracle,800,0.73139071707451
4,regular,800,0.7980849711543991
4,cv,900,0.7259197173906784
4,oracle,900,0.6956717462709553
4,regular,900,0.7497026065347521
4,cv,1000,0.6583385677311762
4,oracle,1000,0.6368527343994699
4,regular,1000,0.6943153912672883
4,cv,1100,0.6058868457181286
4,oracle,1100,0.5880230864387022
4,regular,1100,0.6394476781397734
4,cv,1200,0.5656671060508166
4,oracle,1200,0.551454888829054
4,regular,1200,0.6191235797474799
4,cv,1300,0.512826891060346
4,oracle,1300,0.4966661256568323
4,regular,1300,0.5673913805680645
4,cv,1400,0.4789271305140233
4,oracle,1400,0.4565063463821144
4,regular,1400,0.52537925467768
4,cv,1500,0.4510130467730687
4,oracle,1500,0.4364204143646496
4,regular,1500,0.5107214135417043
4,cv,1600,0.42011043002100446
4,oracle,1600,0.40670830460625257
4,regular,1600,0.48212397520435923
4,cv,1700,0.39271505286218455
4,oracle,1700,0.38228185294862926
4,regular,1700,0.4479973631839404
4,cv,1800,0.3781270938479038
4,oracle,1800,0.36867465691654916
4,regular,1800,0.4293793760320712
4,cv,1900,0.35270399000234476
4,oracle,1900,0.3423307971412063
4,regular,1900,0.40778564637095627
4,cv,2000,0.330691903106341
4,oracle,2000,0.31987505047860426
4,regular,2000,0.386370090541655
5,cv,100,0.9951185290884905
5,oracle,100,0.9954704523649522
5,regular,100,0.9978518202014354
5,cv,200,0.993203270232469
5,oracle,200,0.9925374144070346
5,regular,200,0.9922405726285284
5,cv,300,0.9892787449287617
5,oracle,300,0.9893928926024669
5,regular,300,0.9877581959441735
5,cv,400,0.9625210011275664
5,oracle,400,0.9601921749429846
5,regular,400,0.9664017244592902
5,cv,500,0.9016473087661413
5,oracle,500,0.8836494071869709
5,regular,500,0.9125506835801672
5,cv,600,0.8653144176519907
5,oracle,600,0.8224727133076456
5,regular,600,0.8533671301976901
5,cv,700,0.7879906717341963
5,oracle,700,0.7448776532055447
5,regular,700,0.7980555201783208
5,cv,800,0.7231856420572041
5,oracle,800,0.700805482141641
5,regular,800,0.7614715454656955
5,cv,900,0.673199530810921
5,oracle,900,0.6459300366145952
5,regular,900,0.7043858662191916
5,cv,1000,0.6358981724307246
5,oracle,1000,0.6169683809418263
5,regular,1000,0.6778276882937405
5,cv,1100,0.6137619802702423
5,oracle,1100,0.5893117531193932
5,regular,1100,0.6487849830502702
5,cv,1200,0.5323659637503039
5,oracle,1200,0.5206535323650944
5,regular,1200,0.5874096681099994
5,cv,1300,0.47032110968333685
5,oracle,1300,0.45738736607078423
5,regular,1300,0.5176643263508713
5,cv,1400,0.42848456632972054
5,oracle,1400,0.41806377875452755
5,regular,1400,0.4741914447300202
5,cv,1500,0.3841670579077612
5,oracle,1500,0.374828602807063
5,regular,1500,0.439873941541608
5,cv,1600,0.3696298742852274
5,oracle,1600,0.35991500756248407
5,regular,1600,0.4174761965027396
5,cv,1700,0.3511460384896208
5,oracle,1700,0.339044970442373
5,regular,1700,0.39982433126979533
5,cv,1800,0.3202781280732256
5,oracle,1800,0.30817449773603633
5,regular,1800,0.3640808519956539
5,cv,1900,0.2956618346659646
5,oracle,1900,0.2861659248474828
5,regular,1900,0.3481940818584939
5,cv,2000,0.27728777327154386
5,oracle,2000,0.2669992515091783
5,regular,2000,0.3237710310944915
6,cv,100,0.9947757072693282
6,oracle,100,0.9959361754496281
6,regular,100,0.99944281407558
6,cv,200,0.9932657335509246
6,oracle,200,0.9935819695440468
6,regular,200,0.994346408173032
6,cv,300,1.007294548241791
6,oracle,300,0.9910854137600836
6,regular,300,0.9905789063041385
6,cv,400,0.9697296995617043
6,oracle,400,0.9751759844102267
6,regular,400,0.9778207508837828
6,cv,500,0.9327244649172329
6,oracle,500,0.9336271899895822
6,regular,500,0.9436107413289362
6,cv,600,0.9193767881177174
6,oracle,600,0.9152699680095439
6,regular,600,0.9309788176914626
6,cv,700,0.8781867143002888
6,oracle,700,0.8634801627051887
6,regular,700,0.8992030999676709
6,cv,800,0.7965227931984574
6,oracle,800,0.7734443874386188
6,regular,800,0.8273207337985111
6,cv,900,0.745678599419537
6,oracle,900,0.7358337085828319
6,regular,900,0.7853399700839016
6,cv,1000,0.712214467437721
6,oracle,1000,0.7065695756422956
6,regular,1000,0.750509445146224
6,cv,1100,0.6824427561906968
6,oracle,1100,0.6791433331592783
6,regular,1100,0.7251378117602247
6,cv,1200,0.6276998962780976
6,oracle,1200,0.6165537809668246
6,regular,1200,0.6805281244410534
6,cv,1300,0.5876836183857445
6,oracle,1300,0.5763216668839275
6,regular,1300,0.6434781074954007
6,cv,1400,0.5682860758525325
6,oracle,1400,0.5496672403013595
6,regular,1400,0.6137523925938675
6,cv,1500,0.5217961156412481
6,oracle,1500,0.5075348123430824
6,regular,1500,0.5817974077509055
6,cv,1600,0.49303050566799406
6,oracle,1600,0.4771600511710713
6,regular,1600,0.5544379396370451
6,cv,1700,0.4562208692538286
6,oracle,1700,0.43967016071799947
6,regular,1700,0.520189931522636
6,cv,1800,0.4225610759713843
6,oracle,1800,0.4092623907044355
6,regular,1800,0.48615726279250554
6,cv,1900,0.39272597298529505
6,oracle,1900,0.37738240568691855
6,regular,1900,0.4559179966205377
6,cv,2000,0.37209516416216976
6,oracle,2000,0.35897254544108226
6,regular,2000,0.4267461378372784
7,cv,100,0.9971899975806855
7,oracle,100,0.996166497856117
7,regular,100,0.9975109582502307
7,cv,200,0.9967171619307088
7,oracle,200,0.9873799015484226
7,regular,200,0.9872672001561913
7,cv,300,0.9906761619257444
7,oracle,300,0.9764895635496581
7,regular,300,0.978600541005909
7,cv,400,0.9684970435489297
7,oracle,400,0.9454736784424392
7,regular,400,0.9617888832917652
7,cv,500,0.9672433866990936
7,oracle,500,0.914334649982064
7,regular,500,0.9395426791160522
7,cv,600,0.8819648959990992
7,oracle,600,0.8759563389748868
7,regular,600,0.8991648234637221
7,cv,700,0.8298622959077462
7,oracle,700,0.8120456450874076
7,regular,700,0.8630848442690203
7,cv,800,0.7819846684098518
7,oracle,800,0.7774847950114844
7,regular,800,0.8215154992830678
7,cv,900,0.7401007506896615
7,oracle,900,0.7330926099571066
7,regular,900,0.7734363715266488
7,cv,1000,0.6856780776567234
7,oracle,1000,0.6756152005990452
7,regular,1000,0.7209192880833921
7,cv,1100,0.6141602127196297
7,oracle,1100,0.6039027497060603
7,regular,1100,0.6612910457567117
7,cv,1200,0.5564240290141768
7,oracle,1200,0.5473581687555462
7,regular,1200,0.6179348575574717
7,cv,1300,0.5221604894251924
7,oracle,1300,0.5132384820539677
7,regular,1300,0.5819806755722629
7,cv,1400,0.48815544887544254
7,oracle,1400,0.4787291567356279
7,regular,1400,0.5400286268206977
7,cv,1500,0.4485340354510468
7,oracle,1500,0.43717014395915366
7,regular,1500,0.506594298286771
7,cv,1600,0.41943339096591425
7,oracle,1600,0.402173855573996
7,regular,1600,0.46978877541429204
7,cv,1700,0.3901622055246997
7,oracle,1700,0.377569023138146
7,regular,1700,0.44656655751998026
7,cv,1800,0.3711675337678625
7,oracle,1800,0.3566504009685246
7,regular,1800,0.4272454124440668
7,cv,1900,0.3662129702324015
7,oracle,1900,0.35341230342967134
7,regular,1900,0.4242539978227831
7,cv,2000,0.34979921337036995
7,oracle,2000,0.3366099330911878
7,regular,2000,0.4060362162939944
8,cv,100,0.991040019151867
8,oracle,100,0.9926972379059931
8,regular,100,0.9967224955933985
8,cv,200,0.9854207923745371
8,oracle,200,0.9859510724897209
8,regular,200,0.9912444035161608
8,cv,300,0.9744361043181038
8,oracle,300,0.953347118784003
8,regular,300,0.9620791268011262
8,cv,400,0.9153116661866197
8,oracle,400,0.9135798034716792
8,regular,400,0.9230631759198283
8,cv,500,0.8817959029014262
8,oracle,500,0.8638843526729025
8,regular,500,0.8966077514168066
8,cv,600,0.7975931510623535
8,oracle,600,0.789327873375558
8,regular,600,0.8212535021497668
8,cv,700,0.7450508434537207
8,oracle,700,0.7251604482323741
8,regular,700,0.7729970270577251
8,cv,800,0.6875379094150308
8,oracle,800,0.6860195616530551
8,regular,800,0.7296007887318646
8,cv,900,0.619761149026627
8,oracle,900,0.6161199666225792
8,regular,900,0.6613058557645513
8,cv,1000,0.5909866126667163
8,oracle,1000,0.5816859153083677
8,regular,1000,0.6295125544667342
8,cv,1100,0.5671457405500399
8,oracle,1100,0.5507225620199633
8,regular,1100,0.598518772511799
8,cv,1200,0.5267310892497178
8,oracle,1200,0.5142587989298482
8,regular,1200,0.5724327402553118
8,cv,1300,0.45837709218329137
8,oracle,1300,0.4436026501054274
8,regular,1300,0.5051127639192156
8,cv,1400,0.40943462277193204
8,oracle,1400,0.3966583683283211
8,regular,1400,0.4499683356081264
8,cv,1500,0.3876647772284549
8,oracle,1500,0.3741625324350683
8,regular,1500,0.43188293041308917
8,cv,1600,0.3678705058963568
8,oracle,1600,0.3541318259217914
8,regular,1600,0.4100461169361453
8,cv,1700,0.34820727916230754
8,oracle,1700,0.32821128110928777
8,regular,1700,0.383085946678447
8,cv,1800,0.3292997071035602
8,oracle,1800,0.3146502748977264
8,regular,1800,0.36657528665615724
8,cv,1900,0.2964868115500272
8,oracle,1900,0.2872357419029286
8,regular,1900,0.3449733794039248
8,cv,2000,0.28523936013170076
8,oracle,2000,0.26738861969302435
8,regular,2000,0.321579412796297
9,cv,100,1.0
9,oracle,100,0.9941922842287104
9,regular,100,0.9966110452328117
9,cv,200,0.9859066336200265
9,oracle,200,0.9862303390991944
9,regular,200,0.9889210791793996
9,cv,300,0.9748597123925146
9,oracle,300,0.980297626507252
9,regular,300,0.9834356451443875
9,cv,400,0.9613610337099062
9,oracle,400,0.9586228634665338
9,regular,400,0.9594027752428097
9,cv,500,1.0
9,oracle,500,0.9262865550457704
9,regular,500,0.9383459211806917
9,cv,600,0.8765438293121667
9,oracle,600,0.8748492883030493
