seed,name,n_sample,error
0,cv,250,1.0
0,oracle,250,0.9963204371884662
0,regular,250,0.99696084739872
0,cv,500,0.9932633673429935
0,oracle,500,0.9927029047387969
0,regular,500,0.9933603977628634
0,cv,750,0.9844829699960131
0,oracle,750,0.9844587903993887
0,regular,750,0.9845223331108174
0,cv,1000,0.9757840153410732
0,oracle,1000,0.9742685043089572
0,regular,1000,0.9753195324391833
0,cv,1250,0.9546040862657531
0,oracle,1250,0.9462115367249524
0,regular,1250,0.9484888207875393
0,cv,1500,0.9122205960744656
0,oracle,1500,0.9143208639366915
0,regular,1500,0.920530909434539
0,cv,1750,0.8685556694364176
0,oracle,1750,0.8707579576782571
0,regular,1750,0.8849483359024668
0,cv,2000,0.8181568059346707
0,oracle,2000,0.8101780042541077
0,regular,2000,0.8265440324319241
0,cv,2250,0.7765873055856966
0,oracle,2250,0.7607650592904248
0,regular,2250,0.7813635249805243
0,cv,2500,0.7197813383036475
0,oracle,2500,0.707890782560218
0,regular,2500,0.7376442113637462
0,cv,2750,0.660400956727432
0,oracle,2750,0.6417219990386439
0,regular,2750,0.6792186677303739
0,cv,3000,0.6136356736771024
0,oracle,3000,0.5990847635388541
0,regular,3000,0.633619282613111
0,cv,3250,0.5735591532105849
0,oracle,3250,0.5624018583016146
0,regular,3250,0.5991480408799885
0,cv,3500,0.5367153723411304
0,oracle,3500,0.523152600180372
0,regular,3500,0.5681855639859863
0,cv,3750,0.5033010379279322
0,oracle,3750,0.490089720284528
0,regular,3750,0.5333552931923956
0,cv,4000,0.4645531951041004
0,oracle,4000,0.4507420499298119
0,regular,4000,0.49553214017318625
0,cv,4250,0.42755150941683845
0,oracle,4250,0.4161263443240606
0,regular,4250,0.46323385208322293
0,cv,4500,0.39313643983792157
0,oracle,4500,0.38470330681989556
0,regular,4500,0.4292877030460851
0,cv,4750,0.3610060485449445
0,oracle,4750,0.3532566037014114
0,regular,4750,0.4008999717765901
0,cv,5000,0.3378351461657594
0,oracle,5000,0.3298103745108311
0,regular,5000,0.37517074838049497
1,cv,250,0.9964681445328584
1,oracle,250,0.99693547962772
1,regular,250,0.9978923462361181
1,cv,500,1.0
1,oracle,500,0.9955738884206575
1,regular,500,0.9964884400891463
1,cv,750,1.0
1,oracle,750,0.9907942279166735
1,regular,750,0.990832443647876
1,cv,1000,0.9677102388294493
1,oracle,1000,0.9692580977360733
1,regular,1000,0.9697819778837886
1,cv,1250,0.9345001408689251
1,oracle,1250,0.9352016851211956
1,regular,1250,0.937838975074331
1,cv,1500,1.0
1,oracle,1500,0.9234611265412109
1,regular,1500,0.92933979376816
1,cv,1750,0.8849869613903557
1,oracle,1750,0.8825913250516239
1,regular,1750,0.8935865551073165
1,cv,2000,0.8391355454463107
1,oracle,2000,0.8364494113122011
1,regular,2000,0.848569406064189
1,cv,2250,0.7744274520906601
1,oracle,2250,0.7683153402160584
1,regular,2250,0.7882501592835519
1,cv,2500,0.7232486806981127
1,oracle,2500,0.7133058501025578
1,regular,2500,0.7399745493069154
1,cv,2750,0.6740964459111299
1,oracle,2750,0.6589789261988198
1,regular,2750,0.6957909110956151
1,cv,3000,0.6174531815002446
1,oracle,3000,0.6121317747142302
1,regular,3000,0.6453997874980263
1,cv,3250,0.5751105213120269
1,oracle,3250,0.5672892413636351
1,regular,3250,0.6061635001698492
1,cv,3500,0.5466782461485928
1,oracle,3500,0.5381212449348236
1,regular,3500,0.5799941240277301
1,cv,3750,0.5035819836883352
1,oracle,3750,0.495476390263346
1,regular,3750,0.5356199049336844
1,cv,4000,0.47703399947192365
1,oracle,4000,0.46837477699171026
1,regular,4000,0.508533208866695
1,cv,4250,0.43699187194774264
1,oracle,4250,0.4288374707669112
1,regular,4250,0.47085070539942536
1,cv,4500,0.40035985049806566
1,oracle,4500,0.39444145173387174
1,regular,4500,0.436988189624573
1,cv,4750,0.3701469214177059
1,oracle,4750,0.36285972057920146
1,regular,4750,0.40909805844943536
1,cv,5000,0.34459146197130025
1,oracle,5000,0.33903772471424837
1,regular,5000,0.38326231906108854
2,cv,250,1.0
2,oracle,250,0.9956975515487665
2,regular,250,0.9971619543247717
2,cv,500,0.9950826882952439
2,oracle,500,0.9922288243474213
2,regular,500,0.9939951259611028
2,cv,750,0.9996322350662549
2,oracle,750,0.9880867379462093
2,regular,750,0.989597482769265
2,cv,1000,0.9962532476720362
2,oracle,1000,0.974882013732148
2,regular,1000,0.977224391558412
2,cv,1250,0.9628089536141897
2,oracle,1250,0.9508055981640021
